#Age	d18O
#(yr BP)	(‰)
43670.9	-54.45
43718.7	-54.72
43766.5	-55.22
43814.8	-55.40
43863.7	-54.66
43912.5	-54.92
43961.6	-55.15
44010.7	-54.68
44059.9	-55.67
44109.4	-55.84
44159.3	-55.31
44209.1	-55.16
44259.5	-55.95
44310.4	-55.79
44361.4	-55.37
44412.9	-55.96
44464.9	-56.03
44516.9	-55.79
44566.9	-55.49
44615.0	-54.73
44663.1	-55.20
44712.5	-55.89
44763.2	-55.52
44813.8	-55.72
44863.5	-55.35
44912.3	-55.00
44961.0	-55.22
45009.8	-55.15
45058.5	-55.05
45107.3	-55.05
45156.8	-55.10
45209.2	-55.11
45261.7	-54.65
45312.9	-54.60
45363.0	-54.27
45413.2	-54.64
45463.2	-54.61
45513.2	-54.59
45563.1	-54.30
45612.9	-54.57
45662.5	-54.34
45712.1	-54.70
45761.7	-54.50
45811.6	-53.40
45860.6	-54.78
45911.7	-54.00
45964.1	-54.37
46015.2	-53.36
46065.1	-53.99
46113.6	-53.44
46162.1	-54.17
46212.4	-52.57
46262.9	-53.23
46312.8	-53.89
46358.8	-54.66
46406.1	-53.71
46456.3	-53.29
46508.8	-54.22
46562.0	-54.20
46615.2	-53.93
46665.6	-53.95
46714.9	-53.44
46762.0	-53.58
46813.1	-52.73
46865.0	-52.57
46912.3	-52.25
46960.7	-53.38
47011.3	-53.40
47061.9	-53.38
47113.4	-53.37
47166.0	-52.98
47211.3	-54.25
47257.3	-53.86
47305.0	-54.39
47353.7	-53.61
47402.3	-53.92
47450.0	-54.08
47494.5	-53.82
47536.1	-54.26
47578.5	-54.31
47620.9	-53.83
47662.0	-54.17
47700.4	-53.03
47738.8	-54.28
47778.9	-54.08
47820.8	-54.61
47862.7	-54.18
47905.2	-54.57
47948.2	-54.21
47991.2	-54.58
48034.1	-54.79
48076.7	-53.86
48119.4	-53.86
48163.6	-54.58
48209.3	-55.00
48255.0	-54.07
48303.5	-54.66
48354.8	-56.03
48406.0	-55.23
48458.4	-55.14
48511.9	-55.82
48565.5	-55.29
48617.6	-54.85
48668.3	-55.34
48719.1	-54.43
48768.6	-54.06
48818.1	-54.50
48867.9	-54.69
48919.1	-54.73
48975.4	-55.64
49031.8	-55.01
49088.3	-54.59
49144.9	-55.65
49203.1	-55.54
49259.6	-54.73
49313.3	-54.59
49368.0	-54.22
49431.4	-55.21
49484.0	-55.02
49536.6	-55.13
49589.5	-55.70
49642.6	-54.91
49695.8	-55.57
49749.0	-55.00
49802.2	-55.64
49855.4	-54.91
49907.2	-55.53
49957.5	-54.74
50007.8	-54.25
50057.5	-55.09
50106.5	-55.07
50155.6	-53.94
50204.8	-55.21
50254.2	-55.24
50303.7	-53.88
50353.9	-55.30
50404.8	-54.99
50455.8	-55.56
50505.1	-54.59
50552.9	-54.18
50600.7	-54.65
50648.7	-54.06
50696.8	-54.52
50744.9	-55.05
50793.2	-54.90
50841.7	-54.55
50890.2	-54.69
50938.1	-53.55
50985.6	-54.71
51033.1	-54.78
51081.1	-55.63
51129.6	-54.11
51178.2	-54.49
51226.8	-55.19
51275.0	-54.27
51323.2	-54.98
51371.1	-54.99
51418.5	-54.54
51466.0	-54.61
51514.6	-55.40
51564.4	-54.88
51614.3	-55.04
51663.0	-54.81
51710.8	-54.75
51758.6	-54.75
51805.8	-54.83
51852.6	-55.06
51899.3	-54.45
51951.0	-54.27
51997.5	-53.88
52041.4	-55.06
52088.7	-54.55
52138.0	-54.98
52187.3	-54.12
52236.9	-54.42
52285.7	-53.45
52334.4	-54.72
52382.0	-54.18
52428.4	-54.09
52474.9	-52.85
52521.2	-54.16
52567.3	-53.43
52613.4	-54.10
52661.3	-54.96
52711.1	-54.22
52761.0	-54.74
52809.8	-54.24
52859.8	-54.44
52910.0	-53.82
52960.0	-53.72
53009.6	-54.63
53059.3	-53.83
53108.4	-54.08
53157.1	-53.47
53205.7	-54.36
53253.8	-53.98
53311.2	-52.83
53368.7	-53.92
53428.4	-54.12
53490.6	-54.41
53552.7	-54.49
53618.7	-54.13
53681.6	-52.54
53744.5	-53.74
53807.3	-54.10
53870.0	-53.18
53932.2	-53.43
53990.6	-53.18
54047.8	-53.39
54104.9	-53.03
54162.3	-53.07
54219.9	-53.28
54270.6	-53.48
54317.2	-54.11
54366.1	-54.09
54415.0	-53.96
54465.5	-54.80
54517.5	-54.39
54569.4	-54.33
54619.2	-53.49
54666.8	-53.99
54714.4	-53.54
54763.2	-54.27
54813.2	-54.28
54863.1	-54.38
54913.2	-54.28
54963.3	-54.67
55013.4	-53.45
55062.4	-53.80
55110.3	-53.74
55158.2	-53.70
55208.3	-54.93
55251.9	-54.70
55294.0	-54.50
55337.0	-54.94
55380.9	-54.99
55423.6	-54.39
55470.9	-55.24
55524.2	-55.32
55577.5	-55.06
55628.6	-55.10
55677.5	-53.79
55726.4	-54.41
55774.5	-54.56
55821.8	-54.00
55869.0	-53.74
55917.2	-54.47
55966.1	-54.51
56015.1	-53.83
56064.4	-54.70
56114.0	-54.66
56163.6	-54.09
56214.1	-54.48
56265.5	-55.16
56317.0	-54.57
56368.2	-54.48
56419.2	-54.48
56470.1	-54.60
56523.3	-54.94
56578.8	-55.32
56634.3	-55.78
56689.4	-54.89
56744.3	-54.90
56799.1	-55.54
56854.3	-55.71
56909.8	-54.55
56965.3	-56.05
57019.2	-54.99
57071.4	-54.80
57123.7	-54.38
57175.9	-54.70
57227.7	-55.63
57274.0	-54.36
57319.8	-54.82

